,title,author_info,rating,pros,cons,helpful
0,6 Months In . . .,,5.0,I work with some of the smartest people I've ever met. The overall attitude is one of work hard/play hard but not soul crushing. Management in my chain at least does a really good job of making sure not to overload anyone with to much work and makes it a point to get feedback about work/life balance every other week at the end of sprints. Not to repeat to much other information but benefits overall are very good and compensation seems to be top of market.,"Getting up to speed takes time. Internally teams operate very differently and everyone has their own process to intake work which makes for a frustrating experience trying to interact with other teams. I will say with a company with such great overall culture, internally there is definitely a lack of willingness to help other teams. This may be from the large percentage of A+ players driving their own initiatives?",2 people found this review helpful
1,Great Place to Work,,5.0,The company has an overall family feel. (Ohana),If there are any downsides to Salesforce I haven't seen them.,1 person found this review helpful
2,Salesforce: A Wonderful Place to Be!,,5.0,"Amazing interview & on-boarding experience, and a truly remarkable company to work for! Proud to be a part of the Salesforce Ohana every single day!","a bit of an overwhelming pace, but well worth it!",1 person found this review helpful
3,Awesome thus far,,5.0,The people are fantastic. It's all about the customer. The ability to collaborate using the entire suite of applications we sell makes is like nothing I've seen in my professional career. Very impressed thus far.,"Not a con, but they move very fast. May not be the best fit if you don't like change. It happens quickly here.",Be the first to find this review helpful
4,The Best Company Ever!,,5.0,"At Salesforce there is an environment focused around empowerment and education. Employees are given several tools for success. Everything from Trailhead (an online learning resource), to one's team members, employee success, and documented policies and procedures all allow for new employees to learn their new role and easily transition to the company. Employee benefits are wonderful and it's very clear Salesforce puts employees first. There's even food in ever break room so no one ever has to sit at work hungry. All employees are given VTO, which is time off to volunteer for whatever charitable cause they choose. Salesforce also matches charitable donations up to a certain amount. Overall this is an amazing employee focused company. In addition to being a company that takes care of employees, Salesforce also takes care of the community and encourages employees to do the same.",None - This company really is amazing!,Be the first to find this review helpful
5,Account Executive,,5.0,"Great Technology, culture, and benefits.",All companies have growing pains.,Be the first to find this review helpful
6,Joining the Ohana,,5.0,Very clear interview process Detailed onboarding process Company understands its purpose,"Still finding my way around, company is very matrixed",Be the first to find this review helpful
7,Best Company on Earth,,5.0,Founder lead organization that has room for growth. Rapidly growing organization so there are always opportunities for advancement.,There is a fair amount of self learning as the company rapidly expands. The montly demands can be taxing but always well worth it.,Be the first to find this review helpful
8,Senior Product Manager,,5.0,Salesforce is a great place to work,And there's no shortage of work.,Be the first to find this review helpful
9,Salesforce,,4.0,"- culture, wage, benefits, stock, location",- flexibility of schedule can be minimal,Be the first to find this review helpful
10,"Account Executive Interview - ""Transparency, Direct, Open and Honest Communication""",,5.0,"Fantastic process from start to finish! The recruiter ""Esther"" was knowledgeable, helpful and on point during the interview process. She went the extra mile to prep with me for the onsite meetings. Everyone I met ""Managers, Current employees"" were super nice and helpful. I can summarize my experience = Transparency, Direct, Open and Honest Communication !",None what so ever!,1 person found this review helpful
11,Software Engineer MTS,,5.0,Help pursue your passion. Focused on career growth.,one may feel stuck working on the platform,Be the first to find this review helpful
12,Recruiting management needs change,,4.0,"Culture is amazing, Marc is a visionary and always feels genuine. San Francisco office is beautiful and full of amazing perks. Caliber of talent that is continuously hired is really impressive.","Management in recruiting is stale and needs change. The favoritism in recruiting is VERY apparent. Dating within the recruiting org causes favortism. The metrics given to a recruiter per quarter can be really tough, but what is worse is that they never end. And there does not seem to be any thought to looking at a recruiter's past performance. Not every quarter is going to be #1 and that shouldn't mean they need to be reviewed or shamed.",4 people found this review helpful
13,Two years in and still in love with my job.,,5.0,"-Successful company with explosive growth that has miraculously maintained the culture of a small company. -Employees are empowered to make a difference, volunteer, disagree, speak out, and enjoy themselves. -Competitive salary and benefits. -Industry leader in equal pay and closing the gender gap!",- Very fast paced - Growing geographic footprint is hard to overcome during travel freezes,1 person found this review helpful
14,Depends on your department,,3.0,"Salesforce, as a whole, is by far the best company I could wish to work for. It was my dream company to work for, mainly because of the culture. Beyond the in-house perks, there’s the 56 hours a year we are given to volunteer and give back in pretty much anyway you see fit. The benefits are superior to any company I’ve worked for. The buildings are a pleasure to work in each day. They focus on wellness and striking a good work-life balance. And in all earnesty, want to, and do give back to our communities.","Unfortunately, all of the above is not available across the board. My manager has, short of explicitly saying it, told us we can only volunteer 15 hours a year, to create only one career development goal, “he doesn’t care what it is”, rolls his eyes at the thought of us taking advantage of the company’s championed cause of meditation, told us we aren’t allowed to take ANY time off for a six month period every single year. And to top it off, he’s the biggest micromanager I have ever worked for in my career. You better be the first one there, and last to leave, finishing work at home doesn’t “count”. And not once, has he ever complimented or commended any of us. Doctor appointment? Have a family commitment during the week? Better not make a habit of it. God forbid you have something going on that requires frequent doctor visits. If we want to grow our skill sets via Trailhead, better do it after hours or on the weekend. Mind you, I talk to other people in the company and they are appalled that this is happening. My ratings are based on my specific experience, and do not represent the typical Salesforce experience. I thought it was just him, and some of it certainly is, but the whole department is toxic. There’s turnover left and right, every couple of weeks it seems another coworker chooses to leave the company. And if the VP cared, they would do something. It’s blatant. I have thought of raising the issue to HR but it’s obvious these people have been here a long time, and make someone above them happy, so it’s pointless.",23 people found this review helpful
15,"Smoke & Mirrors and breeding Entitled, Arrogant People",,1.0,"Original CEO, doing more for the community and social change, but isn't involved in how the company is run and the ""Ohana"" culture is not working, look inside.. you can create ""Ohana"" but if people are stabbing eachother in the back and arrogant, there is no Ohana.","Salesforce produces Entitled and quite frankly, arrogant people. They tell you to pat yourself on the back because ""its harder to get into Salesforce than Harvard""... people repeat this at bootcamp, when they didn't even attend Harvard. Training is all online Trailhead badges, and not personal training with objection handling, interaction and just a bunch of ""Salesforce is the best and the competitor sucks"", their management and team breeds arrogance, ignorance and lack of humanity. Salesforce is all smoke and mirrors, great place to work, but their sales teams all stab eachother in the back. Try asking people about the relationships between EMEA and NorthAmerica on accounts. They claim #1 place to work but ask around, people get sick of being a cog in the corporate system. Salesforce is great marketers but peel back the onion, on integrating the clouds.",26 people found this review helpful
16,SFDC Account Management,,5.0,"Great opportunity to make money. There is no lack of business. This can be a pro and a con, it is very young culture, the average age is 29.","This can be a pro and a con, it is very young culture, the average age is 29.",Be the first to find this review helpful
17,Account Executive,,5.0,Company reputation. Best in Class solution offerings. Use of best in class sales tools. The Ohana (family) culture truly cares about one's health and success. Smooth On-boarding process.,None so far as I'm in my 1st month.,Be the first to find this review helpful
18,A great environment to work,,5.0,"When I went in to work it felt like I was part of a family. There was great promotion of a work life balance, and you were even given a monthly monetary benefit to cover going to the gym, doing yoga, or whatever other athletic endeavor you pursued.","It is a very large company, so you might not get to interact with as many people or have the same influence that you would in a much smaller company.",Be the first to find this review helpful
19,Work Life Balance,,5.0,"The managers are very passionate about their work and also their team You are always encouraged to pursue other interests that make you a more wholesome employee Generally relaxed atmosphere, working from home is not a big deal Very friendly community Very easy to move from one part of the company to another Amazing benefits - keep you happy and healthy","Upper management can sometimes become mismanaged, causing miscommunications down the line",Be the first to find this review helpful
20,Great experience!,"Sep 28, 2018 - Business Development Representative in Chicago, IL",5.0,"Amazing culture, hard working team, great leadership",None that I can think of,1 person found this review helpful
21,Salesforce (Indy),"Oct 1, 2018 - ES Operations Benefits Administrator in Indianapolis, IN",5.0,Culture. Volunteering. Benefit package and other perks. Feeling valued as an employee is hard to find these days--Salesforce makes sure you know you are valued.,I don't have any cons at this point!,Be the first to find this review helpful
22,"Great experience, so far!","Oct 1, 2018 - Anonymous Employee",5.0,-Flexibility -Benefits -Culture -Management -Employee empowerment -Absolute no micromanaging,"Direct team is all over the US, making it difficult to connect on a day-to-day basis.",Be the first to find this review helpful
23,Amazing Place to Work!,"Oct 1, 2018 - Anonymous Employee",5.0,See below for the pros of working at Salesforce: -Company Culture -Benefits -People -Volunteer Opportunities -Work/Life Balance,I have been at Salesforce for a month now and I do not have any cons.,Be the first to find this review helpful
24,Welcome to the Ohana!,"Oct 1, 2018 - Anonymous Employee",5.0,"Excellent work place, full of amenities, options and equality for the whole Ohana and more",SF location is congested and can be trying for commuters.,Be the first to find this review helpful
25,Really is the best place to work,"Oct 2, 2018 - Anonymous Employee",5.0,Great management Thorough onboarding and investment in training staff Amazing culture A company that truly lives its values Get to work with very talented and hard working people,It's a fast paced place so it can be hard to keep up but this also keeps things interesting and challenging.,Be the first to find this review helpful
26,Cloud Marketing? get awaaay do not work here,"Oct 25, 2018 - Anonymous Employee in Indianapolis, IN",1.0,Salary - Benefits - Coffee - View from tower,Management and Vice Presidents (repeat it),17 people found this review helpful
27,Good depending on department,"Sep 28, 2018 - Anonymous Employee in San Francisco, CA",3.0,Central location in downtown SF Volunteering Time Off Work with a lot of intelligent people,"Fake culture - depending on your department, all the ""best place to work"" image isn't true. Salesforce spends a lot of money making the company look amazing but internally, they don't treat their employees that great (depending on department of course). Company also wastes a lot of money on frivolous things just to add to this image",8 people found this review helpful
28,Happiest I've ever been in my professional life,"Sep 28, 2018 - Account Executive in Chicago, IL",5.0,"Great career development, benefits & office culture. Winning team & tons of opportunity for upward movement or the ability to evaluate entirely different roles than where you start.","All territories are not created equally (although the effort is there to make it as equitable as possible). It's a grind and the pressure is there, but for the driven individual the results are worth it.",Be the first to find this review helpful
29,SMTS,"Sep 28, 2018 - SMTS Software Engineer in Bellevue, WA",5.0,Company culture and people. 1-1-1 model and company encourages giving back culture to community .,"Not sure, i am very new to Salesforce and still learning.",Be the first to find this review helpful
30,Account Executive,,5.0,"Culture, Pay, Product, Territory, work/life balance",None that I can currently think of at the moment.,Be the first to find this review helpful
31,Account Executive,,4.0,Salesforce walks the walk and follows through on the company's Core Value set in everything they do. We are such a crucial partner to customers to transform their business--it is an amazing place to be!!,"Salesforce has aggressive growth targets, which are crucial to success and maintaining market leadership; however, management isn't properly equipped to handle the pressure from above and translate that message in a way that motivates employees.",3 people found this review helpful
32,Software Engineer Intern,,4.0,"Salesforce has an awesome intern program, with great events throughout the summer. They put you in really nice apartments, and are really nice. My team was really friendly, and often everyone ate lunch together.","Really large intern cohort (300+ in sf alone), so felt a bit lost among all the interns. Although the apartments are all nice, the locations varied widely. I could walk to work easily, but I know people who had to bus 30-40 minutes to get to work. Teamwise, I know some interns who weren't as lucky as me and ended up in teams who barely interacted outside of work (i.e. no eating together during lunch). What team you end up on all seems to boil down to luck (you interview directly for a team vs having a team matching process).",Be the first to find this review helpful
33,#dreamjob,,5.0,- Robust benefits - Competitive wage - Remote employment - Timely promotions and career growth opportunities - Incredible team and company culture - VTO - Pay equity efforts - Work/Life Balance encouraged by direct management - Living company values,Several years into my career at Salesforce and I can't think of one specific to my current role. Is that cheesy? Maybe. Is it honest? Absolutely.,1 person found this review helpful
34,Microsoft Lite Trending,,3.0,-Nice office space - Intelligent coworkers - VTO opportunities - Interest in improving the community and the world in general - Desire to do the right thing,- Work life balance and treatment vary greatly by leader. - Politics are scarily prevalent - Lack of common courtesy and aggressiveness is the norm by some senior leaders - Known morale and personnel issues are not handled if the individual doing so is a demographic actively courted by the company and used in press releases,6 people found this review helpful
35,Account Executive GRB,,2.0,"Phenomenal benefits, amazing CEO and opportunity for rapid growth.","Management are given too much power to determine who will succeed and fail. Managers will choose favorites and provide them with 5x the amount of accounts (150-200), while others are given (20-35) and they fail. Timing, territory and talent (in that order) determine success, but I’ve watched too many qualified candidates be “coached out,” while managers can’t staff a full team. Also the pay is low compared to our competition.",12 people found this review helpful
36,My favorite place to work --ever,,5.0,"I've been in high tech for over 20 years, including 12 at Oracle. Salesforce is by far the best place I have ever worked. Here's why: * Awesome people * Surrounded by top talent * Great collaborative vibe * Highly supportive * 1:1:1 is really cool (% equity, profits, time). You get paid volunteer time. Not just lip service. Salesforce really gives back. * Lots of support & resources to help you succeed * Fun atmosphere * Real career development\path —within teams or moving into different roles * Cult-like devotion all around from employees to users to partners * Impressive on-boarding process —they do it right.","Not much to say here, other than SF seems to pay slightly less than Microsoft (at least up front), but still competitive. If you're going to play in CRM though, why not work for the leader?",Be the first to find this review helpful
37,Account Executive,,3.0,"The corporate vision, innovation, philanthropy and training",Sales is a grind with lots of micro-managing and overwhelming asks from management,5 people found this review helpful
38,Great Place to work,,5.0,"Flexibility, Kind of work, Management, Philanthropic work, 1-1-1 model",None at this time that I can think of.,Be the first to find this review helpful
39,One Year In,,5.0,- Market leader and STILL in hyper growth mode - Innovative & fast paced culture - Socially conscious CEO + leadership - Generally very nice colleagues - Great benefits & perks,- Hiring lots of ex-Oracle folks who don't quite fit the 'Ohana' culture - Still a whirlwind if you can't manage your workload and time - No clear advancement path - I asked my leadership & was told to wait in the queue as others were here first. - Doing good work often is rewarded with more work than one can handle with a high degree of quality,1 person found this review helpful
40,Great people and great atmosphere,"Jan 3, 2017 - Engineering in Palo Alto, CA",5.0,"-Great collaborative environment where I can ask anyone for help. -Social, friendly culture means I actually enjoy being around my coworkers. -Medium sized company, so still room for growth and not too much hierarchy, but without the insanity of small startups.","-Catered lunches/dinners means it's easy to gain weight. -Since we are are still pretty young, the upper management is composed of mainly people who were here at the beginning. This means they can be a mixed bag in terms of actual competence/managerial ability.",Be the first to find this review helpful
41,Outstanding company to work for,"Apr 4, 2017 - Solutions Architect in Indianapolis, IN",5.0,"Salesforce is truly one fo the best companies to work for in many aspects. Everything from compensation to benefits is outstanding. Many positions have great flexibility to work remotely and. The offices are top-notch with great snack programs, etc. It's difficult to find anything bad to say about the company.","Depending on your position, there can be a lot of mandatory training/certifications and not all of them are actually applicable to your everyday job. This isn't a big con, more of a minor annoyance that we all learn to live with.",Be the first to find this review helpful
42,I cannot say enough about this company. Wouldn’t want to work anywhere else even for more money.,"Dec 4, 2017 - Primary Engineer in Bentonville, AR",5.0,Leadership is great from the top down. Incentives and bonuses are amazing. Great team and plenty of opportunities to move around internally.,Really not much to say here. Even if I did not get the job I would have just applied again until I got it.,Be the first to find this review helpful
43,One month down - Loving it!,"Jun 11, 2018 - Executive Assistant in San Francisco, CA",5.0,- Great work events - Amazing team members - On-boarding process is efficient and smooth - Health and wellness opportunities are fantastic - Commuter cost assistance is a great perk - Trailblazer paths are really interesting and a great way to get to know the company and use as a tool - Concierge is insanely user friendly and an excellent resource,- Trying to figure out where I'll be sitting / changing buildings to in the next few weeks - Not having two screens to work from,1 person found this review helpful
44,"Growth Focused, Good and Bad.","Jan 30, 2019 - Anonymous Employee in Indianapolis, IN",3.0,Great benefits and training opportunities. Pay is around industry average. Management focuses on transparency. High growth and fast paced. Culture can be a positive depending on your political leanings.,"San Francisco based culture and values (tend to ignore other cultures in other parts of world). Sole focus on margin and growth at all costs - buying companies faster than they can be incorporated into the company. If you are not in their Core business, you can be easily forgotten. Cliques by Millennials (as if it’s high school). Managers only care if you show up in a report for a negative metric, otherwise they have no interest in talking with you.",5 people found this review helpful
45,"Great company, great brand, great experience","May 7, 2013 - Senior Account Executive in San Mateo, CA",4.0,- Visionary leadership that keeps the company on the cutting edge of technology and market trends - Award winning and innovative product suite that is continually evolving - A genuinely enthusiastic and loyal customer base - Well thought out operational practices that make the company run efficiently - Heavy investment into professional development and training - Intelligent and positive co-workers; an environment with a high-bar for performance - Great perks and benefits,- Rapid growth brings forth concerns that the culture will change from being dynamic and exciting to becoming more regulated and corporate - May be too structured for some tastes - A lot of office politics involved with job advancement,Be the first to find this review helpful
46,"Great place to work, smart environment, strong training and decent career advancement","Dec 17, 2013 -",4.0,"A lot of perks, from outings, to snack rooms, good location, nice office, and the people were great to work with. Also the product is the best in the industry, so in many cases it sells itself. It's a work hard, play hard environment.","It's getting very political with the change of the guard to a more Oracle centric management team. Territories are thinly sliced and watered down unless you're in the good graces of your manager or the most senior person on your team, and if you're stuck with a bad one someone has to leave or get promoted for you to get a bigger slice. Work life balance is so/so...each manager determines if you can work from home with no real ""program"". Base salaries are below average in the industry.",3 people found this review helpful
