,title,author_info,rating,pros,cons,helpful
0,A great company with outstanding values,"Jun 6, 2014 - Commercial Account Executive in San Francisco, CA",4.0,We really do work at the most innovative company in the world. Releasing new product updates and buying companies all the time keep us fresh and on our game.,"The salaries are lower than our competitors, and they shouldn't be the case, given how great everything else is at the company.",3 people found this review helpful
1,Business Development Representative Apprentice,"Oct 31, 2016 - Business Development Representative Apprentice in New York, NY",4.0,"Awesome work environment, great benefits, unlimited opportunities to grow within the company, location flexibility, managers are well trained and extremely knowledgable","Not too many cons... Apprentice don't have access to all of the benefits since we're part time (this is normal). Relative to geographic location, pay is pretty low for apprentice so living in the city can be tight money wise.",1 person found this review helpful
2,great place to work,"Nov 10, 2016 - Vice President in San Francisco, CA",4.0,pay is good lots of passionate people and good values. ceo is inspiring. global scope. setting the standard for cloud computing,red tape. getting too big. the processes are heavy such that a lot of the sales reps feel numbed by the heavy processes. big acquisitions feeling like the next oracle,1 person found this review helpful
3,Salesforce is defintely one of the very best few company to work for.,"Apr 6, 2017 - Senior Automation Engineer in Indianapolis, IN",4.0,"Culture is great. Pay well. Innovative. Growth. Free snack and drinks, Free food many times in a month are all a Plus.","As a growing company, there was not enough room for everyone especially in Indianapolis, Indiana. It was a bit inconvienient a few days starting with.",Be the first to find this review helpful
4,Overly aggressive money hungry culture,"Mar 1, 2010 - Account Executive in San Francisco, CA",2.0,Great product Innovative culture Smart people Downtown location,Very political No life / work balance Overly metric happy - dashboards for everything Sales process too focused on short term goals,5 people found this review helpful
5,wonderful company screwed up upper management,"Apr 2, 2013 - Senior Consultant in San Francisco, CA",4.0,"Great company with good values, wonderfully cared by the top management but screwed up by some indian managers who mimics third world managerial attitude",some organizations managers are screwed up and makes life hell like the one i work for.. frequent top management changes bringing in new company directions.. still feels like startup mode company with lack of direction in IT.,Be the first to find this review helpful
6,The perks are great,"Mar 21, 2014 - Senior Manager in San Francisco, CA",4.0,"Innovation at it's finest, great people to work with, outstanding benefits, solid compensation, extremely flexible,. Downtown SF location and stunning offices that can't be beat.",Extremely fast paced - such that priorities change too often. Leadership can sometimes promise impossible things that the rest of us have to figure out at any cost how to deliver which can be frustrating versus a rewarding challenge.,Be the first to find this review helpful
7,"Great technology, clueless sales go to market strategy","May 28, 2014 - Strategic Account Executive in Omaha, NE",4.0,Salesforce technology is innovative and cutting edge.,"Salesforce ""floods"" the market with Sales Representatives. This only allows under 20% of the salesforce to make their quota.",5 people found this review helpful
8,awesome,"Jun 17, 2014 -",5.0,great company to work at,just a big company to navigate,Be the first to find this review helpful
9,Culture,"Apr 7, 2018 - Anonymous Employee",4.0,Great innovative culture with great vision and strong leadership Lot of opportunities to give back to the community Great to be part of one of the best companies in the world Equality of all,Company's fast growth and expectations from employees to meet the goals may stifle innovation and culture at times,Be the first to find this review helpful
10,"Great culture, can find interesting projects, but slowly moving to large corporation mentality",,4.0,"Managers re goal oriented, if you want can always find interesting projects to advance your skills. Employees are valued. Amazing benefits","As company grows it is slowly moving to typical large corporation where meetings take over results, hiring can be done based on ""we need to hire anyone not to loose quota)",3 people found this review helpful
11,Very innovative company; great place to work,,4.0,Industry leader Great technology to sell Tremendous surrounding talent Strong work/life balance,Constantly shuffling territories; realigning Quotas increase significantly YoY,Be the first to find this review helpful
12,"Great company, some growing pains.",,4.0,"This is a fast growth company with great vibe. There is a strong get it done attitude, along with a great product and strong prospects for the company.",Remote work is challenging given a very San Francisco centric culture. The impressive growth has been forgiving to inconsistent internal discipline. The culture will have a tough time adapting to the discipline required to take the company to $20B.,Be the first to find this review helpful
13,Great culture and career advancement!,,5.0,"- Great, intelligent people - Lots of room for career advancement - Ample perks (stock purchase program, snacks, team building activities, volunteer time off) + time off - Opportunities for training / learning","- Like anywhere, you can get lucky or not with a great manager -- most of my experience in this area was awesome - Depending on your group, hours can be tough at times",Be the first to find this review helpful
14,Growing but challenged,,4.0,"Great brand, solutions and frenetic pace",Company is changing quickly. Culture is less transparent than compared to the past and there is a new management style.,Be the first to find this review helpful
15,"Great products, solutions, and market share. Winning most deals",,4.0,Excellent products that are becoming the standard,"If you assigned accounts/territory is good, the position is good. If not, you will not last long.",1 person found this review helpful
16,"After 3 months, I am amazed at how committed management is to creating a positive environment for employees",,5.0,market leader; committed to growth and philanthropy,"still operates and thinks like a start up, even though it is a company worth $35 billion",Be the first to find this review helpful
17,BDR,,5.0,"Awesome room for growth both in company and career Benefits are amazing, pretty much anything you can think of... Kitchen, volunteering, gym pay-back...etc. If you want to be in tech sales, come here.",It's big getting bigger... no so much a start up if that's what you're looking for.,Be the first to find this review helpful
18,software developer intern,,5.0,good compensation among all companies,no technical challenges for fresh graduates,Be the first to find this review helpful
19,Broad experience with management and individual contributor roles in Sales and Customer Service,,4.0,Great benefits and an exceptional product and engineering team,The fast paced environment challenges a good work life balance Management changes are frequent and the related politics make for an unhealthy work environment in some teams,Be the first to find this review helpful
20,Work Life Balance Does Not Exist in Sales Org,"Jul 15, 2017 - Solutions Engineer in Atlanta, GA",4.0,"The core values of this company are amazing, and the culture permeates *most* of the company/teams.","If you are in the sales/pre-sales org, work life balance really does not exist.",7 people found this review helpful
21,Pretty good so far,"Aug 19, 2018 - Lead Member of Technical Staff in San Francisco, CA",4.0,"1. Excellent Culture 2. Education reimbursement, and other perks which help further your career 3. Interesting problems to solve (but I guess this is common to other places as well) 4. Work from home day on Thursday","Constant restructuring, would need a high level of discipline to take charge of your career, easy to get lost and get silo-ed. Different orgs rarely interact with each other",Be the first to find this review helpful
