,title,author_info,rating,pros,cons,helpful
0,Great Place To Work,"May 3, 2021 - Partner Account Manager in Washington, DC",5.0,"Leader support, Transparency, Benefits, work/life balance",I have not found any cons yet.,Be the first to find this review helpful
1,Opportunity for Growth,"May 3, 2021 - Business Development Representative in Seattle, WA",5.0,-Quickly move up -Access to networking with people in all positions -Unlimited resources to help you grow/learn,"-Large company, there can be a decent amount of red tape",Be the first to find this review helpful
2,Great place to work,"May 3, 2021 - Anonymous Employee",5.0,High income potential and upward mobility,"Pressure cooker, high expectations and stress expected",Be the first to find this review helpful
3,Great culture and great opportunity for growth,"May 3, 2021 - BDR in San Francisco, CA",5.0,Excellent growth and networking opportunities,Not many cons I can think of,Be the first to find this review helpful
4,Fabulous Place to Work!,"May 3, 2021 - Customer Success Guide in Denver, CO",5.0,"Once you’re in, you’re given the freedom and flexibility to explore multiple roles within the company.",Still a “startup mentality”—so keep in mind all this entails!,Be the first to find this review helpful
5,Amazing Place towork,"May 2, 2021 - Lead Member of Technical Staff in San Francisco, CA",5.0,Work life balance at Salesforce,401 K match is very limited compare to other companies,Be the first to find this review helpful
6,terrible,"Jun 3, 2021 - Sales",1.0,nice views of the bay,terrible management very limited space to grow,5 people found this review helpful
7,Experience May Vary,"May 2, 2021 - Account Executive in New York, NY",5.0,Great benefits and good compensation.,"Experience can vary a lot depending on your manager. Many are great, but I’ve seen several great AEs get burned out and leave.",Be the first to find this review helpful
8,Salesforce truly supports and values family priorities,"Apr 27, 2021 - Senior Security Engineer in Seattle, WA",5.0,"Salesforce has posted the benefits its offers employees online so I will not cover those here. What I want to share is Salesforce actually walks the walk when they say they support employees to find a work life balance especially where family is concerned. Over and over again I have been able to flex my schedule to meet family obligations. The on-going pandemic has really brought to the fore front the huge advantage of SalesForce as a company that actually support employees. Recently I needed to drop a project to be with a sick parent. Working with my manager I was able to be there with my family without thinking about work.The only feedback I received from my manager was ""go be with family and there is no project that supersedes that""",As the company grows we are creating silos.,1 person found this review helpful
9,Unbelievable. I have found my home!,"Apr 30, 2021 - Principal Technical Architect",5.0,"Great culture, Great people, and a place where it is okay to learn and grow to master your craft. So far (6 months in) this has been quite the experience. Looking forward to many years to come here.","Staying organized is a bit of a challenge but that is on me to figure out. With so much work and so many people to interact with, it is very tough to keep everything organized and straight. The tools are there, I just need to master them.",Be the first to find this review helpful
