,title,author_info,rating,pros,cons,helpful
0,Great place to work for ... yourself,"Apr 3, 2014 - Commercial Account Executive in Paris",2.0,Great product Great culture Very enthusiastic CEO Many events and strong marketing brand!,- Lack of management - Lack of leadership - Poor onboarding process - Success only measured and valued by money,8 people found this review helpful
1,Changing culture bury the spirit,"Mar 28, 2014 - Sales in Munich, Bavaria",3.0,"Good Technology, Good Salary, lots of benefits still a good company to work for","Changing culture with lots of Oracle People coming in in Management Customer focus is number 2 bypassed by ACV Confusing product rebrandings and while marketing is mobile, social ..... a shitty mobile product. Performance Edition must be an Idea from a person who never been at a customer. Unified platform is a Powerpoint Concept. Carreers depends on Buddy business and even people from Middle Management pushes the new market approach while knowing that these concepts failed at Oracle before. Critics are not allowed, we have to believe....and cheer... #awesome",4 people found this review helpful
2,Commercial roller coaster at an oversized start-up,"Feb 23, 2014 - Senior Solution Architect in Utrecht",5.0,"Very commercial, one of the best marketing machines on this planet with an excellent product. Focus at being the company helping other companies to become a customer company using cloud technology, no deviations to other markets. The best salary, conditions etc. I have ever seen at the level I am working at.","Organization split into silos thus prohibiting all division to collaborate around 1 client through it's life cycle. Some colleagues focused on 'plucking the low hanging fruit' and not at getting share of wallet within one enterprise customer. Although my application went very well, I see many candidates wait too long for feedback.",6 people found this review helpful
3,Recruitment process,"Apr 14, 2014 -",1.0,Fantastic solution portfolio and senior management team.,Poor organization from the sales development recruitment specialist team.,4 people found this review helpful
4,SalesForce.com,"Mar 18, 2014 -",3.0,Clear career path. Opportunities are available,Very dashboard-driven. Employees live and die by the metrics,Be the first to find this review helpful
5,Great experience,"Mar 16, 2014 -",4.0,"Great energy, culture, and commitment to charity",Very large organization.. needs to be more nimble,Be the first to find this review helpful
6,"Great company, fast paced and fun!","Mar 1, 2014 - Account Executive in Sydney",4.0,"Working with great people, good money if you over achieve","Very stringent and regimented in career path, just a cog in a very big machine",4 people found this review helpful
7,Excellent Place to Grow your career,"Feb 26, 2014 - Executive in Lima, Lima Region",4.0,"Visionary company, CEO lives 5 years in future. Was a disruptive force, but is now normal. Intense culture, not a place for 9-5 behaviour. Great place to work hard & grow your career.","Almost the same as the ""pros"". Visionary company, CEO lives 5 years in future. Was a disruptive force, but is now normal. Intense culture, not a place for 9-5 behaviour.",Be the first to find this review helpful
8,"Very showbiz, but talent hollow","Feb 13, 2014 - Business Analyst",2.0,"Good products, great market perception, the company has a great start up history and some of those values remain","Pay below comparable jobs at other companies High school football captain culture Lack of talent at higher management level (great politicians, often not competent) Work life balance CEO personality cult",2 people found this review helpful
9,It's good company to work!,"Feb 13, 2014 - Regional Vice President in Tokyo",3.0,SFDC still continue to grow so that it's so speedy and everyone can have various experience in other word you can experience start-up company.,Too much speedy. Revenue driven culture so number is everything. when you assign bad territory it's so miserable to survive.,Be the first to find this review helpful
10,Fast Growing Company but...at a price,,3.0,"Still fast-yet-not-small growing IT company Good Technology Good base pay (see caveat below, though) Together with Amazon the place to be if you really want to make an experience in cloud and Saas and gain experiences for next wave of IT (Real Cloud computing, no fakes) Can learn from extremely experienced IT pro's (altough they're seldon teaching). Organization is changing fast, there are opportunities to move Internal mobility is a core value.","In short: - Total compensation package less attractive than @ first sight - Sales Territory subject to change any time, any way. - Heavily Political - Poor Management - Little diversity (in terms of skills, background and genre) Management is surprisingly immature for a 10.000 people company, nobody really cares about you, numbers is all that matters. As such the aim of management is only hitting the number, no matter what. Meaning: no resource development, little training, harsh treatment when something goes wrong, no coaching, no understanding whatsoever. Numbers arrive, you're a star. They don't, you're an a***ole. The internal mantra is SFDC wants to innovate, unlike Oracle these days. Yet 50% of the people come from Oracle and they keep coming. Be very careful about what you are told at the interview. The territory assigned wil almost surely change after a few months, for the good (unlikely) or the bad (very much likely). Base pay is high (variable is becoming more and more difficult to hit and beat) but benefits are quite limited with respect to other IT companies. If evaluated in overall package the comparison is less favourable than originally thought bringing it to on par with other major IT employer. Also, the environment is pretty political: hiring is based on who you know, internally and externally, not on what you do and what you can achieve and not always the two aspects lead to the same point. As such relations are valued more than skills. Kind of : so is life but if you expect something different....",6 people found this review helpful
11,A Dynamic Company,,5.0,"Lots of benefits covering health which includes dental, medical and fitness. The office spaces are very well equipped and designed for a work environment. Everyone here is really smart and passionate and creates an energetic place for tremendous learning and exchange. Teams work well together and very flexible in moving towards achieving goals. The company behaves very much like a start-up at the team level even though its a MNC covering major cities.",Teams shares the same challenge in a start-up for access to budgeting. Sometimes changes are made to often and creates additional workload,2 people found this review helpful
12,Salesforce.com India Pvt Ltd is the worst place on earth to work.,,1.0,"Salesforce.com US is well organized , you get 2000 USD for Employee Referral, Monthly expense of 100 USD for Gym, you also get a Iphone for office use.",9All the policies are not implemented strictly example Dream force and New Hire orientation(boot camp) especially in India (because of budget). Lot of Local Management in India and lot of internal politics,32 people found this review helpful
13,Great Company - great products,,3.0,SFDC is the market leader in public cloud technology. No one else is even close to SFDC's products. Every day I was proud to work for the undisputed technology leader.,The culture changed dramatically during the growth to the actual size of more than 10000 people. At the beginning it was all very hands on and pragmatic. Since the so called CFL organization has been established a lot of politics came up. You need to be a good soldier to execute orders. If you still think you can contribute by using your brain and experiences: Good luck in find the niche to do so. In all other departments you really need the ability to switch off your brain. => Management is made up of selfish and egocentric soldiers. Only very few exceptions.,Be the first to find this review helpful
14,It's ok try and work in the US not England,,1.0,Benioff nice CEO let down by power hungry types,British Managers are power mad,7 people found this review helpful
15,Best company I have ever worked for,,5.0,"Great work life balance, ability to work from home and excellent benefits",The job is very intense,Be the first to find this review helpful
16,Good place to work,,4.0,"Good products, innovative, nice work atmos","Normal sales organiation BS, unrealistic targets sometimes",Be the first to find this review helpful
17,sales,,4.0,great products and great training,"long hours, cheesey motivational pep talks",1 person found this review helpful
18,Amazing opportunity for growth,,3.0,"Great place to learn, grow and be at the forefront of innovation!",Too many politics. Not as much personal development as promised. New compensation structure does not recognize or reward top performers as much.,1 person found this review helpful
19,Great if you're trying to climb the corporate ladder - not great if you prefer working closely with smaller teams.,,3.0,"Amazing benefits, great opportunities to advance if you're a strong sales person. Amazing company events if you can perform well enough to get to go to them. Awesome company to work for if you want to learn the corporate game at a big company.","Micro management, bloated and beaurocratic. Going from smaller startup to SFDC added a sea of new managers to navigate. Emphasis on hitting numbers rather than what's best for the customer.",Be the first to find this review helpful
20,Good place to work,"Jul 16, 2015 - Account Executive in Toronto, ON",4.0,"Competitive compensation, good culture and great solutions.",Company maturing and culture starting to fade. Missed the wave by a couple of years.,Be the first to find this review helpful
21,More or less,"May 24, 2016 - MM AE in Dublin, Dublin",1.0,"You will learn constantly, you will be the best in what you do and will be able to help clients","Even if you are the best, internal politics can make sure you will not achieve your career goals. Oracle culture",12 people found this review helpful
22,Good pay and people,"May 23, 2019 - Sales Agent in Queenstown, Otago",3.0,Good pay if you do well Make lots of good friends Get lots of vouchers to spend on food & drinks,Very boring job High turnover,2 people found this review helpful
23,Worst Company Ever...unless you're a sheep,"Mar 3, 2011 -",1.0,Buzzing company. Known to be on the fast track.,"Unless you're a ""yes"" man or a kiss-a$$, you'll never succeed at this company. Oh - and you need to be young, hip and good-looking to even be considered.",20 people found this review helpful
24,"Great place to work, wish I could have stayed as a developer","Dec 5, 2013 - Developer Support Engineer in Dublin, Dublin",4.0,"great culture, 1,1,1 program, free canteen, good benefits",no software development opportunities outside the US,Be the first to find this review helpful
25,An Ideal Company,"Mar 7, 2016 - Anonymous Employee",4.0,Salesforce is a big company with very good employee healthcare benefits.,Strict implementation of company policies. Sometimes you have to bend a little to accommodate employee requests.,Be the first to find this review helpful
26,"Hard work, but many befits","Mar 18, 2016 - Senior Member of Technical Staff in London, England",4.0,"6 days a year volunteering, not much politics, everyone is treated equally","Every day is intense, work long hours, not always clear promotion path in some departments",Be the first to find this review helpful
27,Great company with an amazing sales process,"Mar 23, 2016 - Account Executive in Ottawa, ON",4.0,Great sales environment. Excellent learning experience.,Success on their sales team is highly dependent on the territory you're assigned. A lot of politics as well.,Be the first to find this review helpful
28,Mixed Emotions,"Mar 29, 2016 - Anonymous Employee",3.0,"Great set of Cloud Solutions, Do it Attitude","Old body Network internaly, Lot of pressure often not useful",2 people found this review helpful
29,Good place to exercise best practice,"Mar 24, 2017 - Sales Representative in Singapore",4.0,"Great work place Friendly team, helpful boss Good room for career development",Very fast pace A lot of rules to follow,2 people found this review helpful
30,Technical Architect MC,"Apr 18, 2017 - Technical Architect in Sydney",4.0,Fast paced environment. Plenty of challenges and opportunities if you can connect with the right people,Too much work means less play. Hard to progress in the current role,Be the first to find this review helpful
31,Program Architect,"Aug 22, 2017 - Program Architect in Melbourne",2.0,"Smart colleagues, very good pay","Disregard for careers, bad culture",11 people found this review helpful
32,Well Pay but lot of work pressure,"Sep 19, 2018 - Anonymous Employee",3.0,Benefits and Perks. Lot of benefits like Wellness allowance.,Work life balance. High pressure on support agents,1 person found this review helpful
33,Lead Member of Technical Staff,"Oct 27, 2018 - Anonymous Employee",4.0,- Great benefits - Good work/life balance - Tech moving fast for enterprise,"- Career development not always clear - Corporate - clear hierarchy, hard to get new ideas working",Be the first to find this review helpful
34,"Great pay, latest technology but internal politics is a nuisance.","Sep 25, 2012 - Anonymous Employee",4.0,Leading edge solutions gets you in touch with the latest tech trends.,Internal politics often gets in the way of work.,Be the first to find this review helpful
35,Account Executive,"Apr 12, 2015 - Account Executive in Toronto, ON",4.0,Good salary and co-worker environment,The environment is like a boiler room,Be the first to find this review helpful
36,Full On,"Jun 9, 2015 -",2.0,Good Benefits and Compensation if you can make numbers,A lot of hard work - very tough environment and little work life balance.,4 people found this review helpful
37,Okay place,"Sep 7, 2016 - Account Executive in Toronto, ON",2.0,Great people. Good training. Can make good money.,Not the best leadership - extremely micromanaging and transactional.,3 people found this review helpful
38,Salesforce is a good place to work,"Jul 8, 2017 - Anonymous Employee",4.0,It has many technological opportunities,"It sometimes seems that the company is aiming towards too many targets, which makes it our of business focus.",Be the first to find this review helpful
39,Associate Solution Engineer,"Jan 22, 2018 - Anonymous Employee",4.0,"Lot of flexibility, responsibility. Speaking to C-levels, high learning curve.",Relatively low salary as opposed to other tech companies. Badly organized training phase.,Be the first to find this review helpful
40,Great Company to work for!,,5.0,"Great technology, great product. Company is trying to be the best place to work for. Provides solutions that works and satisfied customers. Fast paced.","Politics at play, some bad managers busy with making themselves look good at the expense of employees",Be the first to find this review helpful
41,"Great Product, great earnings, sales shark tank, poor work-life balance",,4.0,Salesforce really is a great product for CRM and Customer Service. It's Force.com platform is also very strong for custom mobile apps.,The pace is extremely high and targets are increased year on year without increasing salaries or commissions. Sales fighting over account and opportunity ownership is common.,2 people found this review helpful
42,"Great product, not much work life balance",,2.0,"products, job opportunity. Not there long enough to comment",work life balance. Not there long enough to comment.,Be the first to find this review helpful
43,Good Company,,5.0,Smart People Growing Company Tools to do the Job Salary Cool Products and Vision,Salesforce is an American-Centric Company. Being at one of the other locations can be a bit challenging. Otherwise great company that I recommend.,1 person found this review helpful
44,"great company, future and innovative product",,4.0,"great empowerment,benefits, good pay,","fast paced, resources centered in U.S, not internationally organized..",2 people found this review helpful
45,"Peerless core SFA product suite, becoming diluted",,4.0,"Fast paced, innovative culture with a core of great people Superb products Industry leading marketing",Oracle 2.0 Over inflated characters who spend most of their time preening their egos Vicious political infighting Revolving door management,1 person found this review helpful
46,Was a great place to work. Could still be if it got the vibe back. Gone very corporate.,,3.0,Still a fast growing company which provides opportunities for people. Very visionary and that vision is messaged very well to all employees by Marc B. Salesforce changed the technology world and continues to be a leader in its field.,Lots of great people but a question mark about who and where recent senior people have come from over the last 18 months and hence what impact their career history is having on the company's culture. It's changed. Very corporate and hierarchical. No longer a start up feel so don't expect that unless you're coming from a monster sized company like Oracle or somewhere similar.,Be the first to find this review helpful
47,Rollercoaster of a place to work!,,4.0,"Pace is relentless, environment of constant change, great rewards, interesting colleagues make for a stimulating and challenging place to work.","constant change can be frustrating at times, huge egos especially amongst some key people. Type of environment you either love or hate. There is no middle ground",Be the first to find this review helpful
48,Account Executive,,3.0,Great Product and great strategy,Employees are commodity and impossible to reach your targets.,4 people found this review helpful
49,Best work experience ever,,5.0,"- Flexibility to choose what you work on and how you work. - Working on cutting edge techs. - No nonsense management, you just have to work and rest everything would be taken care of. - Talent is acknowledged and rewarded.",- People coming from a startup culture might find the pace a bit slow sometimes.,2 people found this review helpful
50,Wonderful internship experience,"May 29, 2013 -",5.0,"Great company, great people, interesting work.",Did not notice any cons as an intern,Be the first to find this review helpful
51,"Great company, not as fun as it was.","Jun 9, 2013 - Account Executive",3.0,"Good people, products and innovation.",Not as rewarding for sales as it once was.,Be the first to find this review helpful
52,Analyst in a world with no direction,"May 31, 2013 - Analyst",2.0,Ground breaking work. Exciting environment.,Management has no clue. Broken leadership ladder.,Be the first to find this review helpful
