,title,author_info,rating,pros,cons,helpful
0,Amazing company,"Nov 30, 2016 - in Irvine, CA",5.0,Amazing company culture and very unique working atmosphere,Very metrics focused. May change directions.,1 person found this review helpful
1,Excellent,"Nov 29, 2016 -",5.0,It's the best place ever and you will never have any problems with anyone. Welcome to the good life!,None at the moment. Please hire more guys like me!,1 person found this review helpful
2,Good company to work for,"Dec 16, 2016 - Anonymous Employee",4.0,"Pay is good, they truly care for employees, they encourage professional growth, remote work a couple days a week is acceptable. I love commitment to philanthropy.","Too much rah-rah, just let others talk about your accomplishments, no need to pat yourself on the back. Now they want non-sales, non-customer facing employees to understand products to communicate to people outside of the company.",Be the first to find this review helpful
3,Great experience,"Dec 1, 2016 - in San Francisco, CA",5.0,"They allowed a lot of independent flexibility, but also helped you feel integrated into the team.",A lot of times I felt like the work I was doing wouldn't make it to the final product.,Be the first to find this review helpful
4,Salesforce.com,"Dec 1, 2016 - Anonymous Employee",5.0,"have always been impressed with their 1-1-1 model to give back to the community and they really emphasize that with new hires, including a volunteer activity for your first week. Compensation is very good, communication seems good and on boarding has been good.","It is good to have a lot of measures for success, but still need to work on making sure they are accurate, such as adjusting annual team goals when there are open positions for periods of time.",Be the first to find this review helpful
5,Great company,"Dec 1, 2016 -",5.0,Great company benefits opportunities. The culture is amazing and unique. They really take care of their employees,Work politics can impact the job at times. Continuing a start up mentality when the business is growing and needs to be adaptable,Be the first to find this review helpful
6,Sr Account Executive,"Nov 30, 2016 - Senior Account Executive in New York, NY",5.0,Awesome company. Innovative mindset. Focused on inclusive and making the word a better place. best place i ever worked,"its Pricey. Compared to the comp we are priced high making it more difficult to sell to smaller customers. we have to be more focused on catering to the small companies, not just by value but budget as well",Be the first to find this review helpful
7,Good Company,"Nov 30, 2016 -",5.0,Very Good Work life balance,No Cons experienced so far,Be the first to find this review helpful
8,So far so good.,"Nov 29, 2016 - Member Of Technical Staff in San Francisco, CA",5.0,"Amazing culture, people, and work ethics.",Still trying to find it.,Be the first to find this review helpful
9,The Good and the Challenging,"Dec 7, 2016 - in New York, NY",3.0,"Echo of things posted by so many others: Great Technology, great people, Innovation and Trust at our core. 1-1-1 model and the ability it gives to bring personal passion to the workplace and vice versa. A terrific re-focus on Equality.","Increasingly over-politicized activism. A significant number of customers, as well as employees of Salesforce, do not share Marc's, and by extension Bay area's, far-left vision of the world. Employees have to keep their mouths shut and opinions to themselves to avoid problems. This year's election put it out in front. Chatter (company's internal ""facebook"") was filled with support for Hillary. Had someone built Trump groups etc., Bay Area folks would have demanded their safe spaces. Personally, I'm not against the Marc's positions and I didn't vote for Trump, but I don't care for the way it impacts employees and some customers. I had a customer this year who refused to go to Dreamforce because of this issue...and that hurts my bottom line.",3 people found this review helpful
10,The Party is over.....,"Jun 9, 2014 - Senior Account Executive in Charlotte, NC",4.0,Great people Decent income Great Stock Purchasing Program,"Too many sales people, too little accounts Corporate culture becoming too much like Oracle Limited account base due to mass hiring for sales",10 people found this review helpful
11,Amazing company to work for! Be prepared to work.,"Oct 9, 2014 - Technical Business Analyst in Indianapolis, IN",4.0,"40 hours of volunteer time off, incredible philanthropic opportunities, great health & wellness benefits, awesome vacation time benefits,management truly cares about your own personal career development, and a laid-back culture made up of hard-working individuals",Work-life balance is a bit off-the-scale (significant remote work calls for meetings at inopportune times),2 people found this review helpful
12,"Was a great company to work for, not anymore!","Feb 7, 2015 - Manager in San Francisco, CA",3.0,Salesforce was an amazing company with great culture and work environment. It maintained its culture even during the years of exponential growth (2009-12). The talent at this company is phenomenal. Opportunities to contribute and grow were great.,"A bunch of Oracle execs were hired over the last 3 years, and they have been busy replicating the Oracle culture here. The worst changes to the company have come in at the beginning of 2015. Quality Engineering was de-prioritized across the R&D organization. Many of the QE execs have been given different roles (I am not complaining about this. To be fair, many of these so-called QE execs should be fired. Do we really need 10 VPs in Quality Engineering? QE heads are now reporting to development managers. The road ahead points to converting all teams to Engineering teams. So if you are a QE trying to get a job, look elsewhere. Do not listen to the drivel from the recruiters. QE ROLE IS ENDING AT SALESFORCE! Added to this, the conflicting priorities are ever increasing in this company. R&D is at its 3rd attempt to re-write the UI, and make it adaptive at the same time. The so-called Salesforce 1 app was a disaster. The next attempt is starting in 2015. Although there is not a lot of hope for it, many of the ""leaders"" driving this will surely make hay via promotions and stock grants.",Be the first to find this review helpful
13,Fantastic Company - Fantastic Culture,"Feb 23, 2016 - Manager",5.0,"Ideas are not only encouraged, you are allowed to execute against those ideas with the agility of a small company.","Remote employee engagement could get better, but the independence it provides is unparalleled.",Be the first to find this review helpful
14,Great Infrastructure team,"Jul 31, 2016 - Intern in San Francisco, CA",5.0,- Co-workers are awesome (and know their stuff inside out) - Projects are very interesting.,"- I think everything is fine. The sub-teams are pretty new, so there are challenges associated.",1 person found this review helpful
15,Salesforce review,"Aug 30, 2016 - Principal Member of Technical Staff in Indianapolis, IN",5.0,Working for salesforce makes one feel like being part of something bigger than oneself. Management is fair and very transparent with decisions. Lots of fun activities.,sometimes having to work long hours. This is not mandatory.,Be the first to find this review helpful
16,Great experience for the right person,"Nov 11, 2016 - Marketing in San Francisco, CA",4.0,Genuine commitment to philanthropy and corporate social responsibility. Great benefits and facilities. Some of the smartest people I've ever worked with.,Can be political like any major company. Many senior leaders are primarily focused on the success of their own departments and themselves. Not as cooperative as some companies. Silos aren't necessarily considered a bad thing.,1 person found this review helpful
17,One of the Best Companies to Work for!,"Nov 18, 2016 - Senior Solutions Engineer in Chicago, IL",5.0,- Great atmosphere - Helpful co-workers - Excellent opportunity for career growth - Provide great benefits,- There really isn't anything negative I can say about working here,1 person found this review helpful
18,Best best employer ever,"Dec 9, 2016 -",5.0,This is just the best employer ever !!!! Great culture ! Great teams!!! Wonderful people !!! So positive and such a happy place I love Salesforce,Nothing in my opinion just so great !!!!,Be the first to find this review helpful
19,Sr. Account Executive,"Feb 27, 2017 - Senior Account Executive in Minneapolis, MN",5.0,"Amazing culture and everyone is willing to help when needed. The company believes in it's customers first and foremost, and it shows via their employees.",None To Report Right Now,1 person found this review helpful
20,G & A Positions are terrible,,1.0,"Salesforce has great benefits and they treat their sales, marketing and product development teams as well as any company could treat their employees. Very generous benefits package including great health insurance, company paid for vision insurance, a decent PTO policy, and much more.","Salesforce falls short in how they treat their G&A teams. Succeeding in G&A is not based on skills, qualifications, or ability. As a qualifier, I am not saying this out of spite for being passed over for a promotion or a raise, as I have not even tried for those opportunities yet, this is based on the observations I have of other people in the workforce. First issue, G&A treats those in the main offices much better than they do some of the smaller offices. There truly is a disparate treatment between those in main hubs and those in smaller offices. If you are not located in a main hub, regardless of if the position needs to be at one of the hubs, you have a nearly 0% chance of being given the same opportunities as those in the main hubs. They will not look at what you have accomplished nor will they recognize the value you provide to the company. They will promote from the main hubs or place people in positions that are in the main hubs without even considering other employees across the country. The other key to being given opportunities in the G&A functions is to campaign for the position. Even if you are not the most qualified, if you can make people think you are, Salesforce G&A leadership will not even do interviews to determine who is best for the job. They will wave their little magical wand and poof, the person who has less skills and abilities, but who knew who to align themselves with and convince they are better than everyone else will get moved into positions of authority. If you are a person who does not mind being dishonest, immoral, and you are willing to put down and crush those around you, apply for a G&A function in one of the main Salesforce offices around the country, you will move up quickly and never have to worry about actually knowing your stuff before you are promoted. You may not even need to wait for a position to open up, they may just create a brand new position for you. If you are a great worker who does not like to step all over other people to move up or if you are not in one of the main offices this is not the place for you. They will not even listen to your qualifications skills or abilities when positions open up.",11 people found this review helpful
21,"Challenging, Opportunity, Culture",,5.0,Offers challenging yet supportive work environment Tremendous opportunity for both professional and personal growth Incredible culture that you are actually a real part of Very competitive and creative benefits,"Always connected means always on - must personally manage to have balance Extremely fast-paced environment feels ""start-up"" like but lack of standardization and process maturity can be counterproductive in a large organization (ironically should drink own Kool-Aid) Too much time spent 'figuring it out'",Be the first to find this review helpful
22,Mostly positive,,4.0,"product, pay, culture, fast growth",Some internal growing pains as a result of extremely fast growth.,Be the first to find this review helpful
23,Corporate Nirvana,,5.0,"In my late forties. I've been working in mid-sized software companies since mid-90's. Hired in Jan 2017. Wish I had found this place years ago! - Culture: in most companies, people roll their eyes when this word is used. Not at Salesforce. The spirit of giving back to the local community is strong. The spirit of wanting to do the right thing for the customer is SUPER strong. And the spirit of wanting their employees to succeed and move up is strong. - Pay/Bennies: better than I've gotten elsewhere. - Mgmt: I love my manager. He expects the very best of me, genuinely cares about my work/life balance, and doesn't micro-manage. Lots of opps for my career growth. - Co-workers: the politics are here, but not nearly as strong as other companies. I love my team of 12 people. - Wellness: if you're into Mindfulness, this is your job. Strong mindfulness community, if you look for it.","- Everyone works HARD and FAST. People looking to work the system won't last long. Not for everyone. - It's different in every group, but in my group WFH is not really an option, except 1 day a week (which is ""no meeting Thursdays""). - Srini (under Parker Harris) isn't much of an inspiring leader, and I don't agree with all of his decisions. That's about it.",2 people found this review helpful
24,Lead Sales Engineer,,5.0,"Fast-paced, lots of opportunity to gain both technology and industry knowledge, sharp group of people, extraordinarily supportive and collaborative work environment. Significant focus on community involvement and giveback.","Not for everyone. The ramp-up process is very rigorous, with required certifications and specific learning tracks. The role may be a struggle for those whose prior SE experience was deep on a technology and focused on features/functions rather than business impact.",1 person found this review helpful
25,Salesforce is the way,,5.0,-Great place to grow -Super supportive team -Everyone shares the common goal,None as of yet! I'm just enjoying the ride,Be the first to find this review helpful
26,Customer Success Manager,,5.0,"One of the best companies in the world. Very fare, organized and give you room to grow.","If you are looking to coast this is not the place. They demand passion, energy, and helping all colleagues to achieve a customer focused company. If you the type of person who has said ""that is not my job"" then you will not fit the culture. Everyone at Salesforce is like a big family and you must contribute.",Be the first to find this review helpful
27,Solutions Manager,,4.0,They are growing very fast for such a large company. The products are great and always evolving. The CEO is incredible and cares about employees and is always inspiring.,"just a few years ago this was a small to mid-size company, but now it is huge. Too huge for me. Being on the consulting side of a product company is a bad idea once the company gets too large.",1 person found this review helpful
28,Best Place to Work,,5.0,"Great culture, work/life balance and innovative company",Nothing really . . .,Be the first to find this review helpful
29,Outstanding Company,,5.0,Great company to work for!! Management has the employees best interests in mind so employees will make their customers succeed. Leadership is innovate and practical which makes for a great work environment. Great compensation and benefits Very collaborative Good company alignment,"Hard, challenging work (if you don't want to be challenged this could be considered a Con)",Be the first to find this review helpful
30,Great company to work for,"Aug 2, 2018 - BDR in Reston, VA",5.0,"Cutting edge, can grow career here","Stressful, starting to turn into oracle pt2",3 people found this review helpful
31,Strategic Account Manager at Salesforce,"Aug 27, 2018 - Senior Account Manager in Philadelphia, PA",5.0,"Top Notch Training and On-boarding, Ohana Culture makes you feel included and valued from Day 1, Commitment to community and creating opportunities for giving back",Nothing here to comment on at this time,Be the first to find this review helpful
32,Why to Be a Salesforce Employee,"Nov 11, 2018 - Senior Solutions Engineer in Irvine, CA",5.0,Amazing Culture Many Volunteer Opportunities Access to many sources of knowledge (continued education) New Challenges Regularly Business Travel Working with many High Caliber Individuals,High Tempo Sales Environment Tie to Quota Business Travel,Be the first to find this review helpful
33,Business Development Rep,"Dec 11, 2018 - Business Development Representative",5.0,* Great People * Great Career Progression Structure * Great place to move to other cities * Great product to sell (Most people like to talk with salesforce reps),* Pay is low,1 person found this review helpful
34,YMMV,"Feb 4, 2019 - Senior Member of Technical Staff in San Francisco, CA",3.0,Decent benefits in tech Access to all Salesforce buildings,"I know a lot of ppl who are very happy, but I can only speak about my team and that there are teams at salesforce that are very bad culture and don't value or follow a lot of guidelines that Salesforce has in place. Also overall, Salesforce has a lot of internal politics.",6 people found this review helpful
35,Salesforce is a great place to work,"Apr 17, 2019 - Software Engineer in San Francisco, CA",5.0,Great Place to work. Amazing work culture. Everyone I know is happy with their job there.,There is literally nothing bad I can say. Salesforce is an amazing place to work.,Be the first to find this review helpful
36,Outstanding place to work.,"May 21, 2019 - Senior Vice President in Indianapolis, IN",5.0,Talent level is second to none Many opportunities to move up and laterally,Can be very San Francisco centric Adherence to corporate values diminishes the closer you get to the top,Be the first to find this review helpful
37,Great place to add value and enhance your career.,"Jun 25, 2019 - Director in San Francisco, CA",5.0,"Some of the best learning and growth opportunities. Smart, fun colleagues.",Challenging for working parents. Some leaders still play favorites and micromanage.,Be the first to find this review helpful
38,Exceptional place to work!,"Sep 20, 2019 - Regional Sales Director in Kansas City, MO",5.0,"Culture, team-based approach to working, leadership style, great solutions, Trail Blazer ecosystem, lives their values: Trust, Customer Success, Equality and Innovation. It's truly a GREAT place to work!",None - don't have any.,Be the first to find this review helpful
39,Great place to work,"Oct 4, 2019 - Engineer",5.0,A very collaborative and inspiring place to work. The environment to work is great. Work-life balance is really good.,None (it is a great place to be ),Be the first to find this review helpful
